,district_id,cpr,cpr_num,inside_elections,inside_elections_num,crystal_ball,crystal_ball_num,avg
373,TX12,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
374,TX13,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
375,TX14,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
376,TX15,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
377,TX16,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
378,TX17,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
379,TX18,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
380,TX19,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
381,TX20,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
382,TX21,Likely Republican,6,Likely Republican,6,Likely Republican,6,6
383,TX22,Lean Republican,5,Solid Republican,7,Likely Republican,6,6
384,TX23,Lean Republican,5,Lean Republican,5,Lean Republican,5,5
385,TX24,Likely Republican,6,Solid Republican,7,Safe Republican,7,6.666666667
386,TX25,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
387,TX26,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
388,TX27,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
389,TX28,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
390,TX29,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
391,TX30,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
392,TX31,Likely Republican,6,Likely Republican,6,Likely Republican,6,6
393,TX32,Tossup,4,Tossup,4,Lean Democratic,3,3.666666667
394,TX33,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
395,TX34,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
396,TX35,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
397,TX36,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
398,UT01,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
399,UT02,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
400,UT03,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
401,UT04,Tossup,4,Tossup,4,Lean Democratic,3,3.666666667
402,VA01,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
403,VA02,Tossup,4,Tilt Republican,4.5,Lean Democratic,3,3.833333333
404,VA03,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
405,VA04,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
406,VA05,Lean Republican,5,Likely Republican,6,Lean Republican,5,5.333333333
407,VA06,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
408,VA07,Tossup,4,Tossup,4,Lean Democratic,3,3.666666667
409,VA08,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
410,VA09,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
411,VA10,Lean Democratic,3,Tilt Democratic,3.5,Lean Democratic,3,3.166666667
412,VA11,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
413,VT01,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
414,WA01,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
415,WA02,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
416,WA03,Lean Republican,5,Likely Republican,6,Lean Republican,5,5.333333333
417,WA04,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
418,WA05,Lean Republican,5,Likely Republican,6,Lean Republican,5,5.333333333
419,WA06,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
420,WA07,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
421,WA08,Lean Democratic,3,Tossup,4,Lean Democratic,3,3.333333333
422,WA09,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
423,WA10,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
424,WI01,Lean Republican,5,Lean Republican,5,Lean Republican,5,5
425,WI02,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
426,WI03,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
427,WI04,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
428,WI05,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
429,WI06,Likely Republican,6,Solid Republican,7,Likely Republican,6,6.333333333
430,WI07,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
431,WI08,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
432,WV01,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
433,WV02,Likely Republican,6,Solid Republican,7,Safe Republican,7,6.666666667
434,WV03,Lean Republican,5,Lean Republican,5,Lean Republican,5,5
435,WY01,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
